ID	Changed	Total_AP	Changes	Original	Generated
BASIC5000_2108	6	7	]@1(ko]bu)→]@3(obu]sa) | 平板→]@5(iai]da) | ]@2(ana]ta)→]@4(ata]no) | ]@7(Nji]mu)=同じ | 平板→]@5(oto]o) | ]@13(oto]ni)→]@3(ite]ku) | 平板→]@5(ima]su)	^-k-o-]-b-u-s-a-N-g-a-#-i-[-n-a-i-a-i-d-a-_-a-[-n-a-]-t-a-n-o-#-ts-u-[-u-sh-i-N-j-i-]-m-u-n-o-#-sh-i-[-g-o-t-o-o-#-sh-i-[-t-e-k-u-r-e-r-u-k-o-t-o-]-n-i-#-n-a-[-r-i-m-a-s-u-$	^-k-o-[-b-u-]-s-a-N-g-a-#-i-[-n-a-i-a-i-]-d-a-_-a-[-n-a-t-a-]-n-o-#-ts-u-[-u-sh-i-N-j-i-]-m-u-n-o-#-sh-i-[-g-o-t-o-]-o-#-sh-i-[-t-e-]-k-u-r-e-r-u-k-o-t-o-n-i-#-n-a-[-r-i-m-a-]-s-u-$
BASIC5000_2109	4	4	]@3(opi]ish)→]@6(ishi]no) | ]@8(kuu]Nd)→]@3(etsu]ya) | 平板→]@4(Nsha]te) | 平板→]@11(ete]ir)	^-k-o-[-p-i-]-i-sh-i-n-o-#-s-e-[-ts-u-y-a-k-u-u-]-N-d-o-o-g-a-_-z-e-[-N-sh-a-t-e-k-i-n-i-#-t-e-[-N-k-a-i-s-a-r-e-t-e-i-r-u-$	^-k-o-[-p-i-i-sh-i-]-n-o-#-s-e-[-ts-u-]-y-a-k-u-u-N-d-o-o-g-a-_-z-e-[-N-sh-a-]-t-e-k-i-n-i-#-t-e-[-N-k-a-i-s-a-r-e-t-e-]-i-r-u-$
BASIC5000_2110	3	3	]@5(ore]oN)→]@3(apo]re) | 平板→]@4(Nto]he) | ]@5(asa]re)→]@3(aga]sa)	^-n-a-[-p-o-r-e-]-o-N-w-a-_-s-e-[-N-t-o-h-e-r-e-n-a-t-o-o-e-#-n-a-[-g-a-s-a-]-r-e-t-a-$	^-n-a-[-p-o-]-r-e-o-N-w-a-_-s-e-[-N-t-o-]-h-e-r-e-n-a-t-o-o-e-#-n-a-[-g-a-]-s-a-r-e-t-a-$
BASIC5000_2111	7	7	]@7(uni]ku)→]@5(eru]ni) | 平板→]@3(ikyu]ug) | ]@1(ta]iy)→]@2(tai]yo) | 平板→]@5(ari]o) | ]@9(iru]to)→]@6(clte]ir) | ]@1(se]tsu)→]@3(etsu]o) | ]@1(da]shi)→]@3(ashi]ta)	^-k-o-[-p-e-r-u-n-i-]-k-u-s-u-w-a-_-ch-i-[-ky-u-u-g-a-#-t-a-]-i-y-o-o-n-o-#-m-a-[-w-a-r-i-o-#-m-a-[-w-a-cl-t-e-i-r-u-]-t-o-y-u-u-#-s-e-]-ts-u-o-#-d-a-]-sh-i-t-a-$	^-k-o-[-p-e-r-u-]-n-i-k-u-s-u-w-a-_-ch-i-[-ky-u-]-u-g-a-#-t-a-[-i-]-y-o-o-n-o-#-m-a-[-w-a-r-i-]-o-#-m-a-[-w-a-cl-t-e-]-i-r-u-t-o-y-u-u-#-s-e-[-ts-u-]-o-#-d-a-[-sh-i-]-t-a-$
BASIC5000_2112	5	6	]@5(iya]ko)→]@9(ofu]wa) | ]@1(ka]re)→]@3(are]no) | ]@2(ude]o)=同じ | ]@1(ma]Nz)→]@6(oku]ni) | ]@6(ena]ik)→]@7(nai]ka) | 平板→]@3(ire]na)	^-k-o-[-m-i-y-a-]-k-o-f-u-w-a-_-k-a-]-r-e-n-o-#-u-[-d-e-]-o-#-m-a-]-N-z-o-k-u-n-i-w-a-#-ts-u-[-k-a-e-n-a-]-i-k-a-m-o-#-sh-i-[-r-e-n-a-i-$	^-k-o-[-m-i-y-a-k-o-f-u-]-w-a-_-k-a-[-r-e-]-n-o-#-u-[-d-e-]-o-#-m-a-[-N-z-o-k-u-]-n-i-w-a-#-ts-u-[-k-a-e-n-a-i-]-k-a-m-o-#-sh-i-[-r-e-]-n-a-i-$
BASIC5000_2113	2	3	]@2(ode]Nw)=同じ | ]@9(asa]it)→]@5(eku]da) | ]@14(ema]su)→]@8(ita]da)	^-o-[-d-e-]-N-w-a-#-sh-i-[-t-e-k-u-d-a-s-a-]-i-t-o-_-o-[-ts-u-t-a-e-i-t-a-d-a-k-e-m-a-]-s-u-k-a-?-$	^-o-[-d-e-]-N-w-a-#-sh-i-[-t-e-k-u-]-d-a-s-a-i-t-o-_-o-[-ts-u-t-a-e-i-t-a-]-d-a-k-e-m-a-s-u-k-a-?-$
BASIC5000_2114	4	4	平板→]@3(aze]mo) | ]@1(na]in)→]@4(ino]ni) | ]@1(do]aw)→]@2(doa]wa) | 平板→]@10(nia]it)	^-k-a-[-z-e-m-o-#-n-a-]-i-n-o-n-i-_-d-o-]-a-w-a-#-h-i-[-t-o-r-i-d-e-n-i-a-i-t-a-$	^-k-a-[-z-e-]-m-o-#-n-a-[-i-n-o-]-n-i-_-d-o-[-a-]-w-a-#-h-i-[-t-o-r-i-d-e-n-i-a-]-i-t-a-$
BASIC5000_2115	3	3	平板→]@4(clpu]o) | ]@0(i]ku)→]@4(utsu]ka) | ]@6(eki]te)→]@8(ite]ku)	^-k-o-[-cl-p-u-o-#-i-]-k-u-ts-u-k-a-#-m-o-[-cl-t-e-k-i-]-t-e-k-u-d-a-s-a-i-$	^-k-o-[-cl-p-u-]-o-#-i-[-k-u-ts-u-]-k-a-#-m-o-[-cl-t-e-k-i-t-e-]-k-u-d-a-s-a-i-$
BASIC5000_2116	6	8	]@12(ashi]wa)→]@10(oda]shi) | ]@4(ayu]ru)→]@14(ashi]to) | 平板→]@13(achi]de) | 平板→]@3(ari]Ng) | 平板=同じ | ]@1(mo]shi)→]@3(oshi]ku) | 平板=同じ | ]@1(tsu]it)→]@7(ima]su)	^-k-a-[-w-a-g-o-e-n-o-d-a-sh-i-]-w-a-_-i-[-w-a-y-u-]-r-u-h-o-k-o-d-a-sh-i-t-o-#-y-o-[-b-a-r-e-r-u-k-a-t-a-ch-i-d-e-_-sh-a-[-r-i-N-g-a-#-m-i-[-cl-ts-u-_-m-o-]-sh-i-k-u-w-a-_-y-o-[-cl-ts-u-#-ts-u-]-i-t-e-i-m-a-s-u-$	^-k-a-[-w-a-g-o-e-n-o-d-a-]-sh-i-w-a-_-i-[-w-a-y-u-r-u-h-o-k-o-d-a-sh-i-]-t-o-#-y-o-[-b-a-r-e-r-u-k-a-t-a-ch-i-]-d-e-_-sh-a-[-r-i-]-N-g-a-#-m-i-[-cl-ts-u-_-m-o-[-sh-i-]-k-u-w-a-_-y-o-[-cl-ts-u-#-ts-u-[-i-t-e-i-m-a-]-s-u-$
BASIC5000_2117	2	5	]@5(eya]ra)=同じ | ]@0(a]me)→]@4(eya]ra) | 平板=同じ | 平板→]@3(iai]wa) | ]@4(Nza]Nd)=同じ	^-k-a-[-z-e-y-a-]-r-a-#-a-]-m-e-y-a-r-a-d-e-_-s-o-[-n-o-#-sh-i-[-a-i-w-a-#-s-a-[-N-z-a-]-N-d-a-cl-t-a-$	^-k-a-[-z-e-y-a-]-r-a-#-a-[-m-e-y-a-]-r-a-d-e-_-s-o-[-n-o-#-sh-i-[-a-i-]-w-a-#-s-a-[-N-z-a-]-N-d-a-cl-t-a-$
BASIC5000_2118	2	3	]@7(ode]wa)→]@4(Njo]od) | ]@3(ata]shi)=同じ | ]@9(uru]shi)→]@7(Nsu]ru)	^-g-e-[-N-j-o-o-d-e-]-w-a-_-w-a-[-t-a-]-sh-i-t-a-ch-i-w-a-#-k-o-[-o-s-a-N-s-u-r-u-]-sh-i-k-a-n-a-i-$	^-g-e-[-N-j-o-]-o-d-e-w-a-_-w-a-[-t-a-]-sh-i-t-a-ch-i-w-a-#-k-o-[-o-s-a-N-s-u-]-r-u-sh-i-k-a-n-a-i-$
BASIC5000_2119	5	7	]@5(Nna]ga)=同じ | ]@1(ni]ga)→]@3(iga]tsu) | ]@1(ni]ju)→]@3(iju]u) | 平板→]@5(ani]chi) | 平板→]@4(aku]so) | ]@3(amo]ru)=同じ | ]@7(ase]N)→]@5(ima]se)	^-i-[-k-a-N-n-a-]-g-a-r-a-_-n-i-]-g-a-ts-u-#-n-i-]-j-u-u-#-n-a-[-n-a-n-i-ch-i-n-o-#-o-[-y-a-k-u-s-o-k-u-o-_-m-a-[-m-o-]-r-u-k-o-t-o-g-a-#-d-e-[-k-i-m-a-s-e-]-N-$	^-i-[-k-a-N-n-a-]-g-a-r-a-_-n-i-[-g-a-]-ts-u-#-n-i-[-j-u-]-u-#-n-a-[-n-a-n-i-]-ch-i-n-o-#-o-[-y-a-k-u-]-s-o-k-u-o-_-m-a-[-m-o-]-r-u-k-o-t-o-g-a-#-d-e-[-k-i-m-a-]-s-e-N-$
BASIC5000_2120	3	7	]@1(ko]Ns)→]@7(ato]ni) | 平板→]@3(Nna]ni) | ]@0(o]ok)→]@3(oku]no) | ]@3(ito]ga)=同じ | ]@2(iru]no)=同じ | ]@1(mi]te)=同じ | ]@4(oro]it)=同じ	^-k-o-]-N-s-a-a-t-o-n-i-#-a-[-N-n-a-n-i-#-o-]-o-k-u-n-o-#-h-i-[-t-o-]-g-a-#-i-[-r-u-]-n-o-o-#-m-i-]-t-e-_-o-[-d-o-r-o-]-i-t-a-$	^-k-o-[-N-s-a-a-t-o-]-n-i-#-a-[-N-n-a-]-n-i-#-o-[-o-k-u-]-n-o-#-h-i-[-t-o-]-g-a-#-i-[-r-u-]-n-o-o-#-m-i-]-t-e-_-o-[-d-o-r-o-]-i-t-a-$
BASIC5000_2121	5	5	]@3(isho]osh)→]@6(osha]wa) | 平板→]@4(oke]e) | ]@1(se]Nm)→]@4(Nme]et) | ]@1(na]clt)→]@4(clta]to) | ]@6(oto]da)→]@4(uko]to)	^-sh-i-[-sh-o-]-o-sh-a-w-a-_-g-o-[-o-k-e-e-_-s-e-]-N-m-e-e-t-o-#-n-a-]-cl-t-a-t-o-#-y-u-[-u-k-o-t-o-]-d-a-$	^-sh-i-[-sh-o-o-sh-a-]-w-a-_-g-o-[-o-k-e-]-e-_-s-e-[-N-m-e-]-e-t-o-#-n-a-[-cl-t-a-]-t-o-#-y-u-[-u-k-o-]-t-o-d-a-$
BASIC5000_2122	5	5	]@1(ku]mi)→]@3(umi]wa) | ]@1(ka]no)→]@3(ano]jo) | ]@1(ku]ra)→]@3(ura]bu) | ]@1(tsu]it)→]@2(tsui]te) | ]@9(ase]Nd)→]@12(Nde]shi)	^-k-u-]-m-i-w-a-_-k-a-]-n-o-j-o-n-o-#-k-u-]-r-a-b-u-n-i-#-ts-u-]-i-t-e-#-h-a-[-n-a-sh-i-m-a-s-e-]-N-d-e-sh-i-t-a-$	^-k-u-[-m-i-]-w-a-_-k-a-[-n-o-]-j-o-n-o-#-k-u-[-r-a-]-b-u-n-i-#-ts-u-[-i-]-t-e-#-h-a-[-n-a-sh-i-m-a-s-e-N-d-e-]-sh-i-t-a-$
BASIC5000_2123	3	4	]@0(a]iz)→]@1(ai]zu) | ]@1(te]o)=同じ | ]@8(oto]ni)→]@2(age]ru) | 平板→]@3(ima]sho)	^-a-]-i-z-u-n-i-#-t-e-]-o-#-a-[-g-e-r-u-k-o-t-o-]-n-i-#-sh-i-[-m-a-sh-o-o-$	^-a-[-i-]-z-u-n-i-#-t-e-]-o-#-a-[-g-e-]-r-u-k-o-t-o-n-i-#-sh-i-[-m-a-]-sh-o-o-$
BASIC5000_2124	4	5	]@4(ohi]ig)=同じ | ]@4(usu]gi)→]@2(atsu]su) | ]@7(izu]tsu)→]@3(uko]shi) | ]@1(no]mu)→]@3(omu]ho) | ]@1(na]ka)→]@3(aka]clt)	^-k-o-[-o-h-i-]-i-g-a-#-a-[-ts-u-s-u-]-g-i-t-e-_-s-u-[-k-o-sh-i-z-u-]-ts-u-#-n-o-]-m-u-h-o-k-a-#-n-a-]-k-a-cl-t-a-$	^-k-o-[-o-h-i-]-i-g-a-#-a-[-ts-u-]-s-u-g-i-t-e-_-s-u-[-k-o-]-sh-i-z-u-ts-u-#-n-o-[-m-u-]-h-o-k-a-#-n-a-[-k-a-]-cl-t-a-$
BASIC5000_2125	4	7	平板→]@2(shia]wa) | ]@0(o]ok)→]@3(oku]no) | ]@3(ono]o)=同じ | ]@12(oto]ni)→]@10(uko]to) | ]@1(no]mi)=同じ | ]@0(a]ru)→]@2(aru]no) | ]@1(na]i)=同じ	^-sh-i-[-a-w-a-s-e-w-a-_-o-]-o-k-u-n-o-#-m-o-[-n-o-]-o-#-sh-o-[-y-u-u-s-u-r-u-k-o-t-o-]-n-i-#-n-o-]-m-i-_-a-]-r-u-n-o-d-e-w-a-#-n-a-]-i-$	^-sh-i-[-a-]-w-a-s-e-w-a-_-o-[-o-k-u-]-n-o-#-m-o-[-n-o-]-o-#-sh-o-[-y-u-u-s-u-r-u-k-o-]-t-o-n-i-#-n-o-]-m-i-_-a-[-r-u-]-n-o-d-e-w-a-#-n-a-]-i-$
BASIC5000_2126	5	5	平板→]@4(iwa]i) | ]@1(ta]ik)→]@2(tai]ka) | 平板→]@3(igo]to) | ]@12(oto]ga)→]@6(ase]ru) | ]@1(de]ki)→]@3(eki]ta)	^-s-a-[-i-w-a-i-_-t-a-]-i-k-a-n-a-k-u-#-sh-i-[-g-o-t-o-o-_-o-[-w-a-r-a-s-e-r-u-k-o-t-o-]-g-a-#-d-e-]-k-i-t-a-$	^-s-a-[-i-w-a-]-i-_-t-a-[-i-]-k-a-n-a-k-u-#-sh-i-[-g-o-]-t-o-o-_-o-[-w-a-r-a-s-e-]-r-u-k-o-t-o-g-a-#-d-e-[-k-i-]-t-a-$
BASIC5000_2127	6	8	]@5(edi]aN)→]@6(dia]Nw) | ]@1(mu]za)→]@3(uza]Nn) | ]@1(shi]ya)=同じ | ]@4(iji]ko)→]@8(oto]icl) | 平板→]@14(okyo]oo) | ]@4(oda]Nn)=同じ | 平板→]@3(eta]ni) | 平板→]@3(ite]ir)	^-k-o-[-m-e-d-i-]-a-N-w-a-_-m-u-]-z-a-N-n-a-#-sh-i-]-y-a-#-d-a-[-i-j-i-]-k-o-t-o-i-cl-t-a-_-h-i-[-g-e-k-i-t-e-k-i-j-o-o-ky-o-o-o-_-j-o-[-o-d-a-]-N-n-o-#-n-e-[-t-a-n-i-#-sh-i-[-t-e-i-r-u-$	^-k-o-[-m-e-d-i-a-]-N-w-a-_-m-u-[-z-a-]-N-n-a-#-sh-i-]-y-a-#-d-a-[-i-j-i-k-o-t-o-]-i-cl-t-a-_-h-i-[-g-e-k-i-t-e-k-i-j-o-o-ky-o-]-o-o-_-j-o-[-o-d-a-]-N-n-o-#-n-e-[-t-a-]-n-i-#-sh-i-[-t-e-]-i-r-u-$
BASIC5000_2128	3	5	]@1(ko]ru)→]@8(clto]sa) | 平板→]@3(iho]Nn) | ]@5(emo]no)→]@3(abe]mo) | ]@3(uki]ni)=同じ | ]@1(na]clt)=同じ	^-k-o-]-r-u-k-o-cl-t-o-s-a-N-w-a-_-n-i-[-h-o-N-n-o-#-t-a-[-b-e-m-o-]-n-o-g-a-#-s-u-[-k-i-]-n-i-#-n-a-]-cl-t-a-$	^-k-o-[-r-u-k-o-cl-t-o-]-s-a-N-w-a-_-n-i-[-h-o-]-N-n-o-#-t-a-[-b-e-]-m-o-n-o-g-a-#-s-u-[-k-i-]-n-i-#-n-a-]-cl-t-a-$
BASIC5000_2129	3	4	平板→]@6(aku]shi) | ]@3(iko]ok)=同じ | 平板→]@2(kyuu]ni) | ]@5(aga]clt)→]@2(moe]ag)	^-ts-u-[-i-r-a-k-u-sh-i-t-a-#-h-i-[-k-o-]-o-k-i-w-a-_-ky-u-[-u-n-i-#-m-o-[-e-a-g-a-]-cl-t-a-$	^-ts-u-[-i-r-a-k-u-]-sh-i-t-a-#-h-i-[-k-o-]-o-k-i-w-a-_-ky-u-[-u-]-n-i-#-m-o-[-e-]-a-g-a-cl-t-a-$
BASIC5000_2130	3	7	]@9(ero]or)→]@3(ore]su) | ]@9(una]ka)→]@11(aka]clt) | ]@8(ona]i)=同じ | 平板→]@2(aka]mi) | ]@3(iku]o)=同じ | ]@3(abe]ru)=同じ | ]@1(yo]i)=同じ	^-k-o-[-r-e-s-u-t-e-r-o-]-o-r-u-o-#-t-a-[-m-e-t-a-k-u-n-a-]-k-a-cl-t-a-r-a-_-sh-i-[-b-o-o-n-o-n-a-]-i-_-a-[-k-a-m-i-n-o-#-n-i-[-k-u-]-o-#-t-a-[-b-e-]-r-u-n-o-g-a-#-y-o-]-i-$	^-k-o-[-r-e-]-s-u-t-e-r-o-o-r-u-o-#-t-a-[-m-e-t-a-k-u-n-a-k-a-]-cl-t-a-r-a-_-sh-i-[-b-o-o-n-o-n-a-]-i-_-a-[-k-a-]-m-i-n-o-#-n-i-[-k-u-]-o-#-t-a-[-b-e-]-r-u-n-o-g-a-#-y-o-]-i-$
BASIC5000_2131	4	5	]@3(oro]Nb)=同じ | ]@7(ike]ba)→]@4(shie]ik) | ]@0(i]Nd)→]@3(Ndo]e) | ]@10(uru]to)→]@8(usu]ru) | 平板→]@3(ucho]osh)	^-k-o-[-r-o-]-N-b-u-s-u-w-a-_-n-i-[-sh-i-e-i-k-e-]-b-a-_-i-]-N-d-o-e-#-t-o-[-o-ch-a-k-u-s-u-r-u-]-t-o-#-sh-u-[-ch-o-o-sh-i-t-a-$	^-k-o-[-r-o-]-N-b-u-s-u-w-a-_-n-i-[-sh-i-e-]-i-k-e-b-a-_-i-[-N-d-o-]-e-#-t-o-[-o-ch-a-k-u-s-u-]-r-u-t-o-#-sh-u-[-ch-o-]-o-sh-i-t-a-$
BASIC5000_2132	4	6	]@3(ujo]ok)→]@6(oke]Nn) | ]@2(ana]ta)→]@4(ata]wa) | 平板=同じ | ]@1(su]icl)→]@5(clchi]ni) | ]@7(ana]ke)=同じ | ]@3(ara]na)→]@5(ana]i)	^-m-u-[-j-o-]-o-k-e-N-n-i-_-a-[-n-a-]-t-a-w-a-#-s-o-[-n-o-#-s-u-]-i-cl-ch-i-n-i-#-s-a-[-w-a-r-a-n-a-]-k-e-r-e-b-a-#-n-a-[-r-a-]-n-a-i-$	^-m-u-[-j-o-o-k-e-]-N-n-i-_-a-[-n-a-t-a-]-w-a-#-s-o-[-n-o-#-s-u-[-i-cl-ch-i-]-n-i-#-s-a-[-w-a-r-a-n-a-]-k-e-r-e-b-a-#-n-a-[-r-a-n-a-]-i-$
BASIC5000_2133	3	4	平板→]@6(iri]Nw) | ]@1(do]Nn)=同じ | 平板→]@4(clshi]tsu) | ]@1(na]clt)→]@4(clte]im)	^-a-[-s-u-p-i-r-i-N-w-a-_-d-o-]-N-n-a-#-b-u-[-cl-sh-i-ts-u-k-a-r-a-#-n-a-]-cl-t-e-i-m-a-s-u-k-a-?-$	^-a-[-s-u-p-i-r-i-]-N-w-a-_-d-o-]-N-n-a-#-b-u-[-cl-sh-i-]-ts-u-k-a-r-a-#-n-a-[-cl-t-e-]-i-m-a-s-u-k-a-?-$
BASIC5000_2134	5	6	]@14(uru]to)→]@12(clsu]ru) | ]@1(ka]no)→]@3(ano]jo) | 平板=同じ | 平板→]@5(oto]ni) | ]@7(ashi]i)→]@5(awa]shi) | ]@1(yo]od)→]@2(yoo]da)	^-hy-o-[-o-b-a-N-d-e-s-a-cl-s-u-r-u-]-t-o-_-k-a-]-n-o-j-o-w-a-#-s-o-[-n-o-#-sh-i-[-g-o-t-o-n-i-#-f-u-[-s-a-w-a-sh-i-]-i-#-y-o-]-o-d-a-$	^-hy-o-[-o-b-a-N-d-e-s-a-cl-s-u-]-r-u-t-o-_-k-a-[-n-o-]-j-o-w-a-#-s-o-[-n-o-#-sh-i-[-g-o-t-o-]-n-i-#-f-u-[-s-a-w-a-]-sh-i-i-#-y-o-[-o-]-d-a-$
BASIC5000_2135	4	8	]@1(ma]in)→]@2(mai]ni) | ]@3(uro]ni)=同じ | ]@1(ha]ir)→]@4(iru]hi) | ]@2(ire]ba)=同じ | ]@1(so]od)→]@2(soo]de) | ]@1(na]i)=同じ | 平板→]@3(ito]mo) | 平板=同じ	^-m-a-]-i-n-i-ch-i-#-f-u-[-r-o-]-n-i-#-h-a-]-i-r-u-h-i-t-o-m-o-#-i-[-r-e-]-b-a-_-s-o-]-o-d-e-#-n-a-]-i-#-h-i-[-t-o-m-o-#-i-[-r-u-$	^-m-a-[-i-]-n-i-ch-i-#-f-u-[-r-o-]-n-i-#-h-a-[-i-r-u-]-h-i-t-o-m-o-#-i-[-r-e-]-b-a-_-s-o-[-o-]-d-e-#-n-a-]-i-#-h-i-[-t-o-]-m-o-#-i-[-r-u-$
BASIC5000_2136	5	5	]@7(Nme]et)→]@12(oru]o) | ]@3(ashi]ru)→]@7(uni]wa) | ]@0(o]oi)→]@2(ooi]ni) | ]@4(ikyu]ury)→]@9(oku]o) | 平板→]@3(itsu]yo)	^-i-[-ch-i-m-a-N-m-e-]-e-t-o-r-u-o-#-h-a-[-sh-i-]-r-u-n-i-w-a-_-o-]-o-i-n-i-#-t-a-[-i-ky-u-]-u-ry-o-k-u-o-#-h-i-[-ts-u-y-o-o-t-o-s-u-r-u-$	^-i-[-ch-i-m-a-N-m-e-e-t-o-r-u-]-o-#-h-a-[-sh-i-r-u-n-i-]-w-a-_-o-[-o-i-]-n-i-#-t-a-[-i-ky-u-u-ry-o-k-u-]-o-#-h-i-[-ts-u-]-y-o-o-t-o-s-u-r-u-$
BASIC5000_2137	7	11	]@8(ese]ef)→]@11(efu]wa) | 平板→]@7(uka]ra) | ]@1(he]eo)→]@2(hee]o) | ]@3(uno]clt)=同じ | ]@9(uru]to)→]@15(omo]ni) | ]@6(ase]ej)→]@9(eji]o) | 平板→]@9(ushi]te) | ]@3(ora]et)=同じ | ]@1(ru]i)=同じ | ]@6(oku]se)=同じ | ]@8(ima]shi)→]@10(ashi]ta)	^-k-a-[-k-u-m-e-e-s-e-]-e-f-u-w-a-_-m-i-[-N-sh-u-u-k-a-r-a-_-h-e-]-e-o-#-ts-u-[-n-o-]-cl-t-e-#-b-o-[-o-s-e-N-s-u-r-u-]-t-o-t-o-m-o-n-i-_-ky-o-[-o-w-a-s-e-]-e-j-i-o-#-k-a-[-k-u-r-i-ts-u-sh-i-t-e-_-t-o-[-r-a-]-e-t-e-i-t-a-_-r-u-]-i-#-j-u-[-u-r-o-k-u-]-s-e-e-o-#-sh-o-[-k-e-e-sh-i-m-a-]-sh-i-t-a-$	^-k-a-[-k-u-m-e-e-s-e-e-f-u-]-w-a-_-m-i-[-N-sh-u-u-k-a-]-r-a-_-h-e-[-e-]-o-#-ts-u-[-n-o-]-cl-t-e-#-b-o-[-o-s-e-N-s-u-r-u-t-o-t-o-m-o-]-n-i-_-ky-o-[-o-w-a-s-e-e-j-i-]-o-#-k-a-[-k-u-r-i-ts-u-sh-i-]-t-e-_-t-o-[-r-a-]-e-t-e-i-t-a-_-r-u-]-i-#-j-u-[-u-r-o-k-u-]-s-e-e-o-#-sh-o-[-k-e-e-sh-i-m-a-sh-i-]-t-a-$
BASIC5000_2138	7	7	]@1(kyo]on)→]@2(kyoo]no) | 平板→]@3(eki]shi) | ]@1(ju]gyo)→]@3(ugyo]od) | ]@1(na]ni)→]@3(ani]ka) | ]@6(iro]i)→]@2(omo]shi) | 平板→]@4(dai]wa) | ]@4(ima]shi)→]@2(ari]ma)	^-ky-o-]-o-n-o-#-r-e-[-k-i-sh-i-n-o-#-j-u-]-gy-o-o-d-e-_-n-a-]-n-i-k-a-#-o-[-m-o-sh-i-r-o-]-i-#-w-a-[-d-a-i-w-a-#-a-[-r-i-m-a-]-sh-i-t-a-k-a-?-$	^-ky-o-[-o-]-n-o-#-r-e-[-k-i-]-sh-i-n-o-#-j-u-[-gy-o-]-o-d-e-_-n-a-[-n-i-]-k-a-#-o-[-m-o-]-sh-i-r-o-i-#-w-a-[-d-a-i-]-w-a-#-a-[-r-i-]-m-a-sh-i-t-a-k-a-?-$
BASIC5000_2139	5	7	平板→]@3(ime]no) | ]@2(ara]i)=同じ | 平板→]@6(itsu]ga) | ]@3(ono]ko)→]@5(oko]no) | ]@7(aka]i)=同じ | ]@1(ha]da)→]@3(ada]o) | ]@5(utsu]ke)→]@7(uke]ta)	^-k-i-[-m-e-n-o-#-a-[-r-a-]-i-#-z-a-[-i-sh-i-ts-u-g-a-_-s-o-[-n-o-]-k-o-n-o-#-y-a-[-w-a-r-a-k-a-]-i-#-h-a-]-d-a-o-#-k-i-[-z-u-ts-u-]-k-e-t-a-$	^-k-i-[-m-e-]-n-o-#-a-[-r-a-]-i-#-z-a-[-i-sh-i-ts-u-]-g-a-_-s-o-[-n-o-k-o-]-n-o-#-y-a-[-w-a-r-a-k-a-]-i-#-h-a-[-d-a-]-o-#-k-i-[-z-u-ts-u-k-e-]-t-a-$
BASIC5000_2140	5	5	]@1(ki]re)→]@3(ire]en) | 平板→]@3(ara]o) | ]@1(mo]clt)→]@6(eki]te) | ]@7(eta]no)→]@3(ogo]re) | ]@1(sa]ge)→]@5(ete]ku)	^-k-i-]-r-e-e-n-a-#-s-a-[-r-a-o-#-m-o-]-cl-t-e-k-i-t-e-_-y-o-[-g-o-r-e-t-a-]-n-o-o-#-s-a-]-g-e-t-e-k-u-d-a-s-a-i-$	^-k-i-[-r-e-]-e-n-a-#-s-a-[-r-a-]-o-#-m-o-[-cl-t-e-k-i-]-t-e-_-y-o-[-g-o-]-r-e-t-a-n-o-o-#-s-a-[-g-e-t-e-]-k-u-d-a-s-a-i-$
BASIC5000_2141	4	4	]@5(ado]i)→]@3(iwa]do) | ]@5(oro]de)→]@3(oko]ro) | 平板→]@4(ude]Nn) | ]@4(nia]clt)→]@3(ani]acl)	^-k-i-[-w-a-d-o-]-i-#-t-o-[-k-o-r-o-]-d-e-_-sh-u-[-u-d-e-N-n-i-#-m-a-[-n-i-a-]-cl-t-a-$	^-k-i-[-w-a-]-d-o-i-#-t-o-[-k-o-]-r-o-d-e-_-sh-u-[-u-d-e-]-N-n-i-#-m-a-[-n-i-]-a-cl-t-a-$
BASIC5000_2142	5	6	]@2(oma]wa)→]@8(isa]N) | 平板=同じ | ]@1(ji]ko)→]@3(iko]wa) | 平板→]@3(ata]shi) | 平板→]@4(Nke]e) | ]@6(ase]Ny)→]@2(ari]ma)	^-o-[-m-a-]-w-a-r-i-s-a-N-_-k-o-[-n-o-#-j-i-]-k-o-w-a-_-w-a-[-t-a-sh-i-t-o-#-k-a-[-N-k-e-e-#-a-[-r-i-m-a-s-e-]-N-y-o-$	^-o-[-m-a-w-a-r-i-s-a-]-N-_-k-o-[-n-o-#-j-i-[-k-o-]-w-a-_-w-a-[-t-a-]-sh-i-t-o-#-k-a-[-N-k-e-]-e-#-a-[-r-i-]-m-a-s-e-N-y-o-$
BASIC5000_2143	3	5	]@4(Nmi]ryo)→]@9(oto]shi) | ]@3(ato]og)=同じ | 平板→]@7(itsu]ni) | ]@1(to]clt)=同じ | 平板→]@3(awa]clt)	^-k-a-[-N-m-i-]-ry-o-o-t-o-sh-i-t-e-_-s-a-[-t-o-]-o-g-a-#-h-a-[-ch-i-m-i-ts-u-n-i-#-t-o-]-cl-t-e-#-k-a-[-w-a-cl-t-a-$	^-k-a-[-N-m-i-ry-o-o-t-o-]-sh-i-t-e-_-s-a-[-t-o-]-o-g-a-#-h-a-[-ch-i-m-i-ts-u-]-n-i-#-t-o-]-cl-t-e-#-k-a-[-w-a-]-cl-t-a-$
